transaction_id,timestamp,customer_id,account_id,amount,currency,transaction_type,channel,country_of_residence,counterparty_account_id,counterparty_country,customer_segment,kyc_risk_level,is_pep,on_sanctions_list,model_risk_score,tx_count_24h,total_amount_24h,tx_count_7d,total_amount_7d,unique_counterparties_30d
T000000907,2025-11-14T23:54:48Z,C000105,AC00000278,1246,USD,INTERNAL,MOBILE,PL,CP00000036,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.84,23,32206,40,73656,18
T000000908,2025-11-17T13:52:07Z,C000002,AC00000123,39987,USD,SWIFT_OUT,BRANCH,PL,CP00000632,GB,HNWI,HIGH,True,False,0.66,4,73959,11,150393,4
T000000909,2025-12-07T08:21:08Z,C000195,AC00000012,15443,USD,SEPA_CREDIT,BRANCH,PL,CP00001567,NL,HNWI,HIGH,True,False,0.74,5,23033,13,54259,3
T000000910,2025-11-28T23:42:33Z,C000087,AC00000207,3393,PLN,SEPA_CREDIT,INTERNET,PL,CP00000447,NL,RETAIL_STANDARD,MEDIUM,False,False,0.69,31,95680,86,274796,12
T000000911,2025-12-01T10:45:19Z,C000200,AC00000293,133,EUR,CARD_POS,INTERNET,PL,CP00000737,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.06,3,399,6,976,4
T000000912,2025-11-18T03:22:53Z,C000081,AC00000087,2691,PLN,CARD_POS,MOBILE,PL,CP00001749,UA,RETAIL_STANDARD,LOW,False,False,0.03,1,2691,1,7960,3
T000000913,2025-11-10T19:04:31Z,C000041,AC00000269,53424,EUR,SWIFT_OUT,BRANCH,PL,CP00000928,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.53,1,122220,3,343012,3
T000000914,2025-11-11T06:48:25Z,C000091,AC00000148,737,USD,INTERNAL,POS,PL,CP00000964,GB,RETAIL_STANDARD,LOW,False,False,0.2,1,737,1,1927,2
T000000915,2025-12-04T16:27:58Z,C000274,AC00000064,1561,EUR,CARD_POS,MOBILE,PL,CP00001134,AE,RETAIL_PREMIUM,LOW,False,False,0.19,1,1561,2,3227,2
T000000916,2025-11-10T04:11:47Z,C000259,AC00000030,248,EUR,INTERNAL,INTERNET,PL,CP00000277,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.07,3,744,4,2003,2
T000000917,2025-11-12T18:59:46Z,C000083,AC00000022,52,PLN,INTERNAL,INTERNET,PL,CP00000773,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.24,2,104,5,214,4
T000000918,2025-11-21T08:00:18Z,C000296,AC00000208,12937,EUR,SWIFT_OUT,BRANCH,PL,CP00001073,GB,HNWI,HIGH,True,False,0.83,4,24035,6,84413,6
T000000919,2025-11-21T20:51:50Z,C000192,AC00000013,115,EUR,SEPA_CREDIT,POS,PL,CP00000998,DE,RETAIL_STANDARD,MEDIUM,False,False,0.11,1,115,4,293,2
T000000920,2025-12-07T18:13:34Z,C000225,AC00000130,2969,EUR,CARD_POS,INTERNET,PL,CP00000818,GB,RETAIL_STANDARD,LOW,False,False,0.24,3,8907,5,24625,4
T000000921,2025-12-08T13:38:47Z,C000152,AC00000192,27333,PLN,SEPA_CREDIT,INTERNET,PL,CP00000718,GB,HNWI,HIGH,True,False,0.73,5,51170,6,153284,8
T000000922,2025-12-09T04:24:28Z,C000085,AC00000006,2962,PLN,INTERNAL,POS,PL,CP00000299,US,RETAIL_PREMIUM,LOW,False,False,0.12,2,5924,2,6216,2
T000000923,2025-11-29T02:43:03Z,C000178,AC00000168,2167,EUR,INTERNAL,MOBILE,PL,CP00000754,PL,RETAIL_STANDARD,LOW,False,False,0.23,0,2167,3,5454,4
T000000924,2025-12-01T01:58:25Z,C000137,AC00000074,431,PLN,CARD_POS,INTERNET,PL,CP00001561,DE,RETAIL_STANDARD,LOW,False,False,0.06,3,1293,5,2312,1
T000000925,2025-11-22T15:28:48Z,C000219,AC00000281,15074,USD,SWIFT_OUT,INTERNET,PL,CP00000523,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.67,0,18768,0,35626,8
T000000926,2025-11-23T22:26:15Z,C000191,AC00000241,2294,EUR,CARD_POS,POS,PL,CP00001182,UA,RETAIL_PREMIUM,LOW,False,False,0.06,2,4588,7,10689,5
T000000927,2025-11-24T19:52:08Z,C000169,AC00000261,1707,EUR,CARD_POS,MOBILE,PL,CP00001022,US,RETAIL_STANDARD,LOW,False,False,0.22,0,1707,4,2732,3
T000000928,2025-12-07T15:32:19Z,C000051,AC00000278,1687,USD,CARD_POS,MOBILE,PL,CP00000744,GB,RETAIL_PREMIUM,LOW,False,False,0.2,3,5061,7,8413,1
T000000929,2025-11-11T01:49:10Z,C000208,AC00000222,4005,PLN,SEPA_CREDIT,BRANCH,PL,CP00000849,GB,RETAIL_PREMIUM,HIGH,True,False,0.76,2,7760,3,17615,10
T000000930,2025-11-17T08:11:20Z,C000085,AC00000173,2480,PLN,INTERNAL,MOBILE,PL,CP00001225,NL,RETAIL_STANDARD,MEDIUM,False,False,0.13,3,7440,3,8937,1
T000000931,2025-12-05T09:33:02Z,C000078,AC00000027,183,PLN,INTERNAL,POS,PL,CP00000966,DE,RETAIL_PREMIUM,LOW,False,False,0.02,1,183,3,543,3
T000000932,2025-11-19T13:35:55Z,C000020,AC00000299,2013,PLN,SWIFT_OUT,BRANCH,PL,CP00000081,UA,HNWI,HIGH,True,False,0.92,1,3602,7,12824,10
T000000933,2025-11-12T02:47:31Z,C000311,AC00000134,2916,PLN,CARD_POS,INTERNET,PL,CP00001318,AE,RETAIL_PREMIUM,LOW,False,False,0.18,0,2916,3,6453,3
T000000934,2025-11-21T04:29:11Z,C000157,AC00000151,3785,USD,CARD_POS,INTERNET,PL,CP00001446,AE,RETAIL_STANDARD,MEDIUM,False,False,0.58,32,135991,57,596017,14
T000000935,2025-11-10T12:51:06Z,C000031,AC00000301,4177,PLN,CARD_POS,INTERNET,PL,CP00000303,PL,RETAIL_STANDARD,HIGH,False,False,0.56,14,50275,28,143154,15
T000000936,2025-11-30T06:03:39Z,C000301,AC00000155,2737,USD,SEPA_CREDIT,MOBILE,PL,CP00000430,GB,RETAIL_STANDARD,LOW,False,False,0.21,0,2737,2,3593,2
T000000937,2025-11-21T16:45:05Z,C000255,AC00000238,6309,USD,CARD_POS,INTERNET,PL,CP00000815,AE,RETAIL_STANDARD,MEDIUM,False,False,0.82,26,160727,56,680814,18
T000000938,2025-11-18T01:05:51Z,C000048,AC00000250,624,EUR,CARD_POS,POS,PL,CP00000304,PL,RETAIL_STANDARD,MEDIUM,False,False,0.02,1,624,5,1377,3
T000000939,2025-11-20T22:26:44Z,C000191,AC00000173,2102,PLN,SEPA_CREDIT,POS,PL,CP00000215,GB,RETAIL_PREMIUM,LOW,False,False,0.11,1,2102,2,2723,5
T000000940,2025-12-04T11:23:39Z,C000233,AC00000303,31913,USD,SWIFT_OUT,BRANCH,PL,CP00000595,UA,HNWI,HIGH,True,False,0.95,0,40991,0,103229,13
T000000941,2025-11-16T21:26:03Z,C000303,AC00000115,100466,EUR,SWIFT_OUT,INTERNET,PL,CP00000543,NL,SME,MEDIUM,False,False,0.65,0,223547,4,420539,5
T000000942,2025-11-22T11:41:52Z,C000039,AC00000141,1757,USD,INTERNAL,POS,PL,CP00001668,UA,RETAIL_STANDARD,MEDIUM,False,False,0.25,0,1757,4,4809,3
T000000943,2025-12-01T06:04:10Z,C000148,AC00000060,1395,PLN,INTERNAL,INTERNET,PL,CP00000797,UA,RETAIL_STANDARD,MEDIUM,False,False,0.17,1,1395,5,3225,1
T000000944,2025-11-09T13:34:48Z,C000067,AC00000133,46027,PLN,SEPA_CREDIT,INTERNET,PL,CP00001347,NL,HNWI,HIGH,True,False,0.98,2,65154,8,130974,5
T000000945,2025-11-29T12:27:22Z,C000040,AC00000080,46398,PLN,SWIFT_IN,BRANCH,PL,CP00001748,PL,SME,HIGH,False,False,0.66,0,100590,2,296510,2
T000000946,2025-12-04T12:59:26Z,C000183,AC00000048,39811,EUR,SWIFT_OUT,INTERNET,PL,CP00000362,GB,SME,HIGH,False,False,0.85,2,83124,6,224980,2
T000000947,2025-11-25T08:57:13Z,C000180,AC00000016,1821,EUR,CARD_POS,MOBILE,PL,CP00001748,GB,RETAIL_STANDARD,MEDIUM,False,False,0.2,0,1821,4,4646,4
T000000948,2025-11-11T18:12:52Z,C000254,AC00000286,5763,EUR,INTERNAL,INTERNET,PL,CP00000794,NL,RETAIL_STANDARD,HIGH,False,False,0.69,29,147012,41,310068,11
T000000949,2025-12-05T10:13:46Z,C000162,AC00000238,443,PLN,INTERNAL,POS,PL,CP00000275,AE,RETAIL_PREMIUM,LOW,False,False,0.16,0,443,4,563,4
T000000950,2025-12-06T09:11:26Z,C000163,AC00000126,1793,EUR,SEPA_CREDIT,POS,PL,CP00001100,AE,RETAIL_STANDARD,MEDIUM,False,False,0.21,2,3586,2,9744,1
T000000951,2025-11-17T22:20:08Z,C000211,AC00000039,130632,USD,INTERNAL,INTERNET,PL,CP00000746,PL,SME,LOW,False,False,0.6,19,3074285,71,3353826,19
T000000952,2025-11-20T14:05:12Z,C000049,AC00000136,13968,EUR,SEPA_CREDIT,INTERNET,PL,CP00000652,PL,HNWI,HIGH,True,False,0.64,4,16933,5,35200,7
T000000953,2025-12-08T11:26:31Z,C000160,AC00000216,1152,PLN,CARD_POS,MOBILE,PL,CP00001348,NL,RETAIL_PREMIUM,LOW,False,False,0.12,0,1152,1,1310,5
T000000954,2025-11-26T13:51:02Z,C000136,AC00000082,1064,USD,INTERNAL,MOBILE,PL,CP00001150,AE,RETAIL_STANDARD,MEDIUM,False,False,0.06,0,1064,2,1422,5
T000000955,2025-11-15T04:30:57Z,C000123,AC00000209,2738,PLN,CARD_POS,INTERNET,PL,CP00001396,UA,RETAIL_STANDARD,HIGH,False,False,0.51,18,49139,43,107030,11
T000000956,2025-11-28T00:56:33Z,C000297,AC00000148,560,EUR,CARD_POS,MOBILE,PL,CP00000511,UA,RETAIL_PREMIUM,LOW,False,False,0.19,3,1680,5,3858,4
T000000957,2025-11-27T16:40:16Z,C000298,AC00000062,108201,USD,SEPA_CREDIT,BRANCH,PL,CP00000510,DE,SME,MEDIUM,False,False,0.46,0,145669,1,381262,2
T000000958,2025-11-15T13:59:31Z,C000008,AC00000212,1881,PLN,SEPA_CREDIT,INTERNET,PL,CP00000700,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.17,1,1881,2,4605,1
T000000959,2025-11-23T17:17:49Z,C000075,AC00000106,102275,EUR,SWIFT_OUT,BRANCH,PL,CP00000724,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.89,1,177433,3,382576,5
T000000960,2025-11-24T05:02:50Z,C000149,AC00000105,626,EUR,SEPA_CREDIT,POS,PL,CP00000227,NL,RETAIL_STANDARD,MEDIUM,False,False,0.09,2,1252,4,1695,1
T000000961,2025-11-23T17:16:27Z,C000142,AC00000245,77960,EUR,SEPA_CREDIT,BRANCH,PL,CP00000553,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.7,1,129194,2,197113,4
T000000962,2025-11-13T13:57:26Z,C000138,AC00000190,27954,USD,SWIFT_OUT,INTERNET,PL,CP00000522,US,SME,MEDIUM,False,False,0.54,2,64098,6,173012,7
T000000963,2025-12-10T06:12:02Z,C000315,AC00000295,2620,USD,SEPA_CREDIT,POS,PL,CP00001888,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.01,3,7860,7,7912,1
T000000964,2025-11-12T21:06:44Z,C000218,AC00000129,2451,USD,INTERNAL,POS,PL,CP00001648,NL,RETAIL_PREMIUM,LOW,False,False,0.1,1,2451,6,4421,5
T000000965,2025-12-07T18:52:29Z,C000167,AC00000024,114474,EUR,SEPA_CREDIT,INTERNET,PL,CP00000731,GB,SME,MEDIUM,False,False,0.88,1,205907,4,379150,1
T000000966,2025-11-23T05:26:12Z,C000038,AC00000053,2992,USD,SEPA_CREDIT,MOBILE,PL,CP00001124,GB,RETAIL_STANDARD,MEDIUM,False,False,0.01,1,2992,2,7408,2
T000000967,2025-11-12T20:10:06Z,C000302,AC00000231,46025,PLN,SWIFT_OUT,BRANCH,PL,CP00000192,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.78,0,52480,2,140995,4
T000000968,2025-12-06T03:46:58Z,C000111,AC00000211,2113,EUR,INTERNAL,INTERNET,PL,CP00000205,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.14,1,2113,5,3286,4
T000000969,2025-12-02T13:30:32Z,C000322,AC00000293,838,PLN,INTERNAL,MOBILE,PL,CP00001367,NL,RETAIL_STANDARD,LOW,False,False,0.06,1,838,2,1230,1
T000000970,2025-11-11T02:19:24Z,C000116,AC00000317,886,PLN,INTERNAL,INTERNET,PL,CP00000065,PL,RETAIL_STANDARD,LOW,False,False,0.21,2,1772,7,4453,3
T000000971,2025-11-21T10:14:11Z,C000088,AC00000192,2853,PLN,CARD_POS,MOBILE,PL,CP00001092,DE,RETAIL_STANDARD,MEDIUM,False,False,0.04,3,8559,3,10011,2
T000000972,2025-12-05T16:00:34Z,C000137,AC00000267,2224,USD,INTERNAL,POS,PL,CP00001137,US,RETAIL_STANDARD,MEDIUM,False,False,0.11,2,4448,5,5848,5
T000000973,2025-12-05T02:09:48Z,C000143,AC00000162,111130,EUR,SWIFT_OUT,INTERNET,PL,CP00001242,DE,SME,MEDIUM,False,False,0.79,0,143847,2,296797,8
T000000974,2025-11-13T06:21:00Z,C000246,AC00000203,10861,USD,SWIFT_OUT,INTERNET,PL,CP00001190,US,RETAIL_PREMIUM,HIGH,True,False,0.69,0,16486,8,60825,15
T000000975,2025-11-20T05:04:34Z,C000276,AC00000048,86946,EUR,SWIFT_OUT,INTERNET,PL,CP00000535,NL,SME,MEDIUM,False,False,0.44,1,194947,1,417494,4
T000000976,2025-11-26T12:52:38Z,C000165,AC00000236,3266,PLN,CARD_POS,MOBILE,PL,CP00001396,NL,RETAIL_STANDARD,HIGH,False,False,0.4,7,18592,17,80691,5
T000000977,2025-11-30T07:17:19Z,C000042,AC00000043,1304,USD,CARD_POS,MOBILE,PL,CP00000390,GB,RETAIL_STANDARD,HIGH,False,False,0.49,34,49366,78,194632,6
T000000978,2025-12-05T04:18:34Z,C000149,AC00000150,86535,EUR,SWIFT_IN,INTERNET,PL,CP00000327,PL,SME,MEDIUM,False,False,0.56,1,164461,5,379908,5
T000000979,2025-11-10T21:23:43Z,C000195,AC00000241,76251,PLN,SWIFT_OUT,BRANCH,PL,CP00001039,GB,RETAIL_PREMIUM,HIGH,False,False,0.8,0,81300,0,122290,5
T000000980,2025-11-14T00:42:40Z,C000194,AC00000289,661,PLN,SEPA_CREDIT,POS,PL,CP00000483,GB,RETAIL_STANDARD,MEDIUM,False,False,0.08,2,1322,6,1924,3
T000000981,2025-11-27T23:37:26Z,C000022,AC00000283,1974,USD,INTERNAL,POS,PL,CP00000081,US,RETAIL_PREMIUM,MEDIUM,False,False,0.2,0,1974,3,2794,4
T000000982,2025-11-29T09:07:25Z,C000270,AC00000095,1146,PLN,INTERNAL,MOBILE,PL,CP00000133,PL,RETAIL_STANDARD,MEDIUM,False,False,0.16,0,1146,0,3129,3
T000000983,2025-12-07T09:23:53Z,C000091,AC00000281,2162,EUR,INTERNAL,POS,PL,CP00001021,DE,RETAIL_STANDARD,MEDIUM,False,False,0.07,1,2162,4,5267,2
T000000984,2025-11-11T15:06:38Z,C000205,AC00000317,749,USD,CARD_POS,INTERNET,PL,CP00000605,US,RETAIL_STANDARD,MEDIUM,False,False,0.18,2,1498,5,2389,1
T000000985,2025-11-22T17:44:44Z,C000054,AC00000159,834,EUR,SEPA_CREDIT,INTERNET,PL,CP00000169,GB,RETAIL_STANDARD,MEDIUM,False,False,0.54,30,22934,80,72692,16
T000000986,2025-11-30T23:23:43Z,C000175,AC00000279,835,USD,SEPA_CREDIT,INTERNET,PL,CP00000383,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.13,0,835,5,976,4
T000000987,2025-11-26T04:21:11Z,C000012,AC00000116,694,USD,CASH_OUT,BRANCH,PL,CP00000224,NL,SME,MEDIUM,False,False,0.82,27,22091,80,59950,5
T000000988,2025-11-19T09:13:37Z,C000030,AC00000150,905,PLN,INTERNAL,INTERNET,PL,CP00000420,DE,RETAIL_STANDARD,MEDIUM,False,False,0.18,2,1810,3,4809,3
T000000989,2025-12-04T13:40:44Z,C000047,AC00000049,4810,USD,CARD_POS,MOBILE,PL,CP00001229,GB,RETAIL_STANDARD,MEDIUM,False,False,0.68,35,183249,95,434545,6
T000000990,2025-11-15T14:51:48Z,C000208,AC00000330,1715,EUR,INTERNAL,POS,PL,CP00000463,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.25,0,1715,5,1978,1
T000000991,2025-12-10T04:11:17Z,C000209,AC00000283,84,USD,CARD_POS,POS,PL,CP00001770,UA,RETAIL_STANDARD,MEDIUM,False,False,0.2,0,84,1,119,1
T000000992,2025-11-14T07:42:07Z,C000269,AC00000007,1417,PLN,INTERNAL,INTERNET,PL,CP00001410,GB,RETAIL_STANDARD,MEDIUM,False,False,0.23,3,4251,8,10226,3
T000000993,2025-11-30T17:44:22Z,C000201,AC00000189,10776,USD,SEPA_CREDIT,INTERNET,PL,CP00001623,NL,HNWI,HIGH,True,False,0.69,0,11597,9,19451,4
T000000994,2025-11-19T10:55:09Z,C000301,AC00000072,695,EUR,CARD_POS,MOBILE,PL,CP00000399,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.09,1,695,5,1531,2
T000000995,2025-11-11T19:14:54Z,C000019,AC00000151,1718,PLN,CARD_POS,INTERNET,PL,CP00001065,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.11,0,1718,2,3884,3
T000000996,2025-11-11T04:52:02Z,C000050,AC00000060,6892,USD,CARD_POS,MOBILE,PL,CP00000264,GB,RETAIL_PREMIUM,HIGH,False,False,0.54,7,56712,29,262263,6
T000000997,2025-12-05T10:57:06Z,C000198,AC00000079,56992,USD,SWIFT_IN,BRANCH,PL,CP00000934,PL,SME,HIGH,False,False,0.5,1,65536,2,173761,5
T000000998,2025-11-25T08:45:52Z,C000249,AC00000218,96419,USD,SWIFT_OUT,INTERNET,PL,CP00001320,DE,RETAIL_PREMIUM,MEDIUM,False,False,0.94,1,238721,3,462068,1
T000000999,2025-11-19T20:49:29Z,C000122,AC00000245,6534,USD,SEPA_CREDIT,MOBILE,PL,CP00001870,UA,RETAIL_STANDARD,MEDIUM,False,False,0.7,39,217773,51,574023,25
T000001000,2025-12-01T10:36:58Z,C000311,AC00000025,2429,USD,CARD_POS,POS,PL,CP00000755,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.15,0,2429,2,3817,2
T000001001,2025-12-04T07:43:33Z,C000294,AC00000320,2607,USD,INTERNAL,POS,PL,CP00000862,AE,RETAIL_PREMIUM,LOW,False,False,0.22,3,7821,8,12457,5
T000001002,2025-11-26T23:17:28Z,C000297,AC00000197,1066,USD,CARD_POS,POS,PL,CP00001950,UA,RETAIL_PREMIUM,LOW,False,False,0.24,1,1066,3,2271,3
T000001003,2025-11-12T16:41:34Z,C000115,AC00000151,28490,PLN,SWIFT_OUT,BRANCH,PL,CP00001590,GB,RETAIL_PREMIUM,HIGH,True,False,0.84,4,44440,4,111968,14
T000001004,2025-11-22T11:04:12Z,C000329,AC00000227,1317,PLN,INTERNAL,POS,PL,CP00001535,DE,RETAIL_PREMIUM,LOW,False,False,0.23,1,1317,5,2915,3
T000001005,2025-12-01T06:23:23Z,C000009,AC00000146,1719,PLN,INTERNAL,INTERNET,PL,CP00001838,NL,RETAIL_PREMIUM,LOW,False,False,0.14,0,1719,1,4820,5
T000001006,2025-11-14T00:44:57Z,C000303,AC00000184,4056,USD,SEPA_CREDIT,INTERNET,PL,CP00001386,DE,RETAIL_STANDARD,MEDIUM,False,False,0.31,23,78119,68,245864,17
T000001007,2025-11-22T13:32:10Z,C000075,AC00000098,1429,USD,SEPA_CREDIT,POS,PL,CP00000643,UA,RETAIL_STANDARD,LOW,False,False,0.15,0,1429,2,3839,3
T000001008,2025-12-07T04:29:31Z,C000140,AC00000321,1845,PLN,SEPA_CREDIT,INTERNET,PL,CP00001751,PL,RETAIL_PREMIUM,MEDIUM,False,False,0.9,36,73123,46,147674,21
T000001009,2025-12-04T00:03:21Z,C000258,AC00000104,841,PLN,SEPA_CREDIT,POS,PL,CP00000167,US,RETAIL_STANDARD,MEDIUM,False,False,0.03,2,1682,2,1843,1
T000001010,2025-11-11T21:39:37Z,C000028,AC00000233,97514,EUR,SWIFT_OUT,BRANCH,PL,CP00001585,DE,SME,HIGH,False,False,0.89,1,225039,4,554295,3
T000001011,2025-11-28T20:12:28Z,C000201,AC00000084,622,PLN,CARD_POS,INTERNET,PL,CP00001463,GB,RETAIL_STANDARD,LOW,False,False,0.19,3,1866,6,4371,5
T000001012,2025-11-30T03:13:18Z,C000197,AC00000025,2514,PLN,INTERNAL,POS,PL,CP00001158,US,RETAIL_PREMIUM,LOW,False,False,0.24,0,2514,2,2628,5
T000001013,2025-11-23T18:24:35Z,C000046,AC00000068,751,EUR,CARD_POS,INTERNET,PL,CP00000733,US,RETAIL_STANDARD,MEDIUM,False,False,0.01,1,751,3,2126,4
T000001014,2025-12-07T15:56:23Z,C000053,AC00000041,3611,USD,CARD_POS,INTERNET,PL,CP00000335,PL,RETAIL_STANDARD,HIGH,False,False,0.6,13,41664,50,113072,21
T000001015,2025-11-20T23:38:52Z,C000063,AC00000098,102539,PLN,SEPA_CREDIT,BRANCH,PL,CP00000917,PL,SME,MEDIUM,False,False,0.56,2,149773,6,235709,3
T000001016,2025-12-05T13:24:00Z,C000221,AC00000142,1900,EUR,SEPA_CREDIT,INTERNET,PL,CP00000109,DE,RETAIL_STANDARD,LOW,False,False,0.23,1,1900,6,2850,1
T000001017,2025-11-25T04:39:03Z,C000088,AC00000096,1822,PLN,INTERNAL,MOBILE,PL,CP00000029,AE,RETAIL_PREMIUM,HIGH,False,False,0.4,11,23073,58,83264,10
T000001018,2025-12-03T03:50:48Z,C000311,AC00000225,998,PLN,INTERNAL,POS,PL,CP00001553,GB,RETAIL_PREMIUM,MEDIUM,False,False,0.02,1,998,1,2690,2
T000001019,2025-12-04T02:19:47Z,C000012,AC00000253,2995,USD,SEPA_CREDIT,INTERNET,PL,CP00001206,UA,RETAIL_STANDARD,MEDIUM,False,False,0.22,3,8985,6,21217,1
T000001020,2025-12-08T00:42:27Z,C000266,AC00000076,59,PLN,CARD_POS,MOBILE,PL,CP00000748,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.17,3,177,7,227,2
T000001021,2025-11-21T23:17:09Z,C000008,AC00000172,479,USD,INTERNAL,POS,PL,CP00002026,GB,RETAIL_STANDARD,LOW,False,False,0.25,2,958,5,2049,1
T000001022,2025-11-28T00:26:49Z,C000234,AC00000305,2238,PLN,INTERNAL,INTERNET,PL,CP00001142,UA,RETAIL_STANDARD,LOW,False,False,0.04,2,4476,3,8325,5
T000001023,2025-12-06T22:00:21Z,C000018,AC00000310,45405,USD,SEPA_CREDIT,INTERNET,PL,CP00001495,DE,HNWI,HIGH,True,False,0.92,4,65072,13,214209,7
T000001024,2025-11-27T08:52:43Z,C000034,AC00000332,74226,PLN,SWIFT_OUT,BRANCH,PL,CP00001162,NL,SME,MEDIUM,False,False,0.62,3,181381,3,461237,8
T000001025,2025-11-16T05:35:35Z,C000337,AC00000096,1608,PLN,SEPA_CREDIT,POS,PL,CP00001852,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.14,0,1608,4,1812,4
T000001026,2025-11-28T01:51:00Z,C000259,AC00000255,10486,USD,SWIFT_OUT,BRANCH,PL,CP00000631,AE,RETAIL_PREMIUM,HIGH,True,False,0.84,2,15898,5,43477,14
T000001027,2025-12-04T18:36:19Z,C000189,AC00000027,101975,USD,SEPA_CREDIT,BRANCH,PL,CP00001104,PL,SME,MEDIUM,False,False,0.49,2,217548,5,450630,6
T000001028,2025-11-14T22:26:01Z,C000192,AC00000138,27767,EUR,SEPA_CREDIT,INTERNET,PL,CP00000748,UA,RETAIL_PREMIUM,HIGH,True,False,0.86,3,44249,6,81899,12
T000001029,2025-12-06T19:45:43Z,C000201,AC00000114,3816,PLN,INTERNAL,INTERNET,PL,CP00000423,NL,RETAIL_PREMIUM,MEDIUM,False,False,0.85,16,55212,69,223144,15
T000001030,2025-11-15T06:54:36Z,C000088,AC00000207,2895,USD,CARD_POS,MOBILE,PL,CP00000908,AE,RETAIL_STANDARD,MEDIUM,False,False,0.1,1,2895,3,5962,3
T000001031,2025-11-30T03:47:09Z,C000266,AC00000135,2548,EUR,SEPA_CREDIT,MOBILE,PL,CP00001329,PL,RETAIL_STANDARD,LOW,False,False,0.08,2,5096,5,12974,3
T000001032,2025-12-08T04:36:41Z,C000296,AC00000039,78471,PLN,SEPA_CREDIT,INTERNET,PL,CP00001972,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.6,1,83990,5,230933,6
T000001033,2025-11-11T21:48:02Z,C000151,AC00000233,1392,PLN,SEPA_CREDIT,POS,PL,CP00001339,AE,RETAIL_STANDARD,MEDIUM,False,False,0.12,1,1392,1,1995,2
T000001034,2025-11-25T13:30:15Z,C000122,AC00000219,631,EUR,INTERNAL,INTERNET,PL,CP00001300,PL,RETAIL_STANDARD,MEDIUM,False,False,0.77,23,17141,42,70130,25
T000001035,2025-11-22T08:22:35Z,C000271,AC00000063,296,USD,CARD_POS,MOBILE,PL,CP00001937,UA,RETAIL_PREMIUM,MEDIUM,False,False,0.05,1,296,4,299,3
T000001036,2025-11-20T06:15:12Z,C000220,AC00000214,2440,PLN,SEPA_CREDIT,MOBILE,PL,CP00001329,AE,RETAIL_STANDARD,MEDIUM,False,False,0.18,3,7320,6,15209,3
T000001037,2025-12-02T20:08:21Z,C000278,AC00000324,1349,EUR,INTERNAL,MOBILE,PL,CP00001729,NL,RETAIL_STANDARD,MEDIUM,False,False,0.25,2,2698,3,5406,3
T000001038,2025-12-08T10:11:12Z,C000021,AC00000022,2668,PLN,CARD_POS,MOBILE,PL,CP00001257,NL,RETAIL_STANDARD,LOW,False,False,0.2,1,2668,5,6122,2
T000001039,2025-11-11T17:32:40Z,C000003,AC00000166,36195,EUR,SWIFT_OUT,BRANCH,PL,CP00001969,PL,HNWI,HIGH,True,False,0.92,1,59121,7,170792,5
T000001040,2025-11-22T00:00:22Z,C000301,AC00000318,2096,USD,INTERNAL,INTERNET,PL,CP00002010,DE,RETAIL_PREMIUM,LOW,False,False,0.19,1,2096,4,3978,4
T000001041,2025-12-07T04:43:15Z,C000086,AC00000189,2203,EUR,INTERNAL,MOBILE,PL,CP00000857,PL,RETAIL_STANDARD,LOW,False,False,0.04,1,2203,2,5320,1
T000001042,2025-12-08T09:26:52Z,C000004,AC00000321,64434,EUR,SWIFT_IN,INTERNET,PL,CP00000380,PL,SME,HIGH,False,False,0.69,0,150016,4,280098,5
T000001043,2025-11-22T04:50:36Z,C000045,AC00000341,1980,EUR,CARD_POS,INTERNET,PL,CP00000725,AE,RETAIL_PREMIUM,MEDIUM,False,False,0.53,28,54998,58,152950,16
T000001044,2025-12-09T11:08:57Z,C000167,AC00000073,45894,USD,SWIFT_OUT,BRANCH,PL,CP00000370,UA,RETAIL_PREMIUM,HIGH,True,False,0.87,5,66710,15,192424,14
T000001045,2025-11-30T03:01:34Z,C000090,AC00000033,1107,EUR,CASH_IN,BRANCH,PL,CP00000881,DE,SME,MEDIUM,False,False,0.58,35,45985,68,262260,10
T000001046,2025-11-28T08:20:36Z,C000110,AC00000211,70980,PLN,SWIFT_OUT,INTERNET,PL,CP00000413,US,SME,MEDIUM,False,False,0.6,2,140957,6,227369,5
